custFirstName,custLastName,custPhone,custGender,driverFirstName,driverLastName,driverPhone,driverLicense,driverGender,carModel,carPlate,carColor,carType,carAvailable,startPoint,endPoint,distance,orderStatus,totalPrice,orderDate,reviewRating,reviewComment
"Andrii","Polishchuk","+380726303156","other","Oleksandr","Kushnir","+380903524594","DL521595","male","Ford Fusion","BA 6770 CX-790","Dark Blue","Hatchback","true","Lviv, Vasylkivska St, 57","Lviv, Chornovola Ave, 62","11.83","IN_PROGRESS","52.01","2026-01-20","3","Very clean car"
"Alina","Melnyk","+380744757651","other","Kateryna","Marchenko","+380646782317","DL275866","other","Mercedes-Benz C-Class","AP 6646 CX-791","White","Hatchback","true","Uzhhorod, Franka St, 71","Uzhhorod, Shevchenka St, 63","12.71","REJECTED","73.17","2026-02-17","5","Not recommended"
"Anna","Hrytsenko","+380968629381","prefer not to say","Anna","Goncharenko","+380925203796","DL391756","prefer not to say","Hyundai Sonata","BH 6147 HT-792","Yellow","Sedan","true","Kyiv, Bandery St, 37","Kyiv, Bandery St, 7","4.38","CANCELLED","41.24","2026-03-01","3","Polite driver"
"Pavlo","Tkachenko","+380829562309","other","Viktor","Hrytsenko","+380864820577","DL243184","other","Honda Accord","AA 4112 HT-793","Grey","SUV","true","Mykolaiv, Kulparkivska St, 5","Mykolaiv, Kulparkivska St, 73","2.33","FAILED","90.68","2026-02-09","5","Driver was late"
"Iryna","Marchenko","+380707808264","prefer not to say","Yuliia","Boyko","+380836445789","DL826500","female","Toyota Camry","BH 8819 AA-794","White","Hatchback","true","Uzhhorod, Lychakivska St, 130","Uzhhorod, Horodotska St, 14","12.53","COMPLETED","10.86","2026-03-26","4","Amazing experience"
"Mykola","Sokolova","+380934413189","other","Yevhen","Goncharenko","+380715267682","DL616536","prefer not to say","Renault Megane","BT 4648 HT-795","Dark Blue","Hatchback","true","Chernivtsi, Valova St, 91","Chernivtsi, Vasylkivska St, 106","11.68","COMPLETED","100.28","2026-01-12","1","Not recommended"
"Oleksandr","Melnyk","+380808709895","other","Svitlana","Dovzhenko","+380797241223","DL528585","prefer not to say","Mercedes-Benz C-Class","AM 4038 HT-796","Yellow","Luxury","true","Zaporizhzhia, Khmelnitskoho St, 77","Zaporizhzhia, Zelena St, 73","8.58","IN_PROGRESS","56.37","2026-01-01","5","Driver was rude"
"Iryna","Marchenko","+380808387658","prefer not to say","Volodymyr","Melnyk","+380633417925","DL528022","prefer not to say","Skoda Octavia","BE 4481 AA-797","Orange","Sedan","true","Dnipro, Horodotska St, 80","Dnipro, Sichovykh Striltsiv St, 19","12.37","PENDING","81.33","2026-01-05","4","Polite driver"
"Viktor","Lysenko","+380737485000","male","Mariia","Sokolova","+380946810668","DL269105","male","Ford Fusion","AM 8954 HT-798","White","Luxury","false","Odesa, Shevchenka St, 74","Odesa, Pekarska St, 116","1.97","SCHEDULED","98.02","2026-03-12","3","Car was uncomfortable"
"Yevhen","Kravchenko","+380903869552","male","Oleksandr","Melnyk","+380875938191","DL952950","female","Mazda 6","AA 8150 BB-799","Yellow","SUV","true","Kherson, Sichovykh Striltsiv St, 63","Kherson, Khmelnitskoho St, 31","3.21","PENDING","88.25","2026-02-04","4","Not recommended"
"Serhii","Lysenko","+380988345398","prefer not to say","Dmytro","Shevchenko","+380685923830","DL563970","prefer not to say","Mazda 6","AX 6424 II-800","Orange","Hatchback","true","Ternopil, Pekarska St, 132","Ternopil, Khmelnitskoho St, 24","14.63","SCHEDULED","41.40","2026-01-22","1","Will ride again"
"Dmytro","Goncharenko","+380901070552","female","Iryna","Kovalenko","+380832625685","DL332420","female","BMW 5 Series","BA 5663 II-801","Red","SUV","true","Chernivtsi, Khmelnitskoho St, 119","Chernivtsi, Chornovola Ave, 25","9.68","PENDING","51.77","2026-02-21","1","Could be better"
"Yevhen","Marchenko","+380735050113","prefer not to say","Oleksandr","Hrytsenko","+380869669700","DL186116","other","Honda Accord","BB 6192 CX-802","Green","Luxury","true","Mykolaiv, Horodotska St, 70","Mykolaiv, Bandery St, 19","11.78","SCHEDULED","57.77","2026-01-09","2","Amazing experience"
"Viktor","Kravchenko","+380855665810","male","Mariia","Boyko","+380809327797","DL569240","female","Mazda 6","BK 7421 II-803","Orange","Hatchback","true","Odesa, Kulparkivska St, 141","Odesa, Sichovykh Striltsiv St, 66","2.65","SCHEDULED","96.29","2026-01-31","1","Terrible service"
"Pavlo","Zaitsev","+380873918921","female","Andrii","Marchenko","+380758615821","DL817755","other","Honda Accord","AB 1270 CX-804","Dark Blue","Luxury","true","Zaporizhzhia, Horodotska St, 97","Zaporizhzhia, Valova St, 4","3.55","CANCELLED","82.99","2026-02-02","1","Not recommended"
"Oksana","Zaitsev","+380923125718","male","Dmytro","Melnyk","+380694546998","DL915718","male","Hyundai Sonata","AA 8826 BB-805","White","Hatchback","true","Odesa, Shevchenka St, 24","Odesa, Sichovykh Striltsiv St, 2","10.40","SCHEDULED","72.61","2026-02-03","4","Terrible service"
"Andrii","Hrytsenko","+380863616669","prefer not to say","Kateryna","Fedorov","+380702488360","DL409128","other","BMW 5 Series","BE 9770 II-806","White","SUV","true","Lviv, Chornovola Ave, 49","Lviv, Zelena St, 83","9.19","FAILED","50.59","2026-03-18","4","Driver was late"
"Mykola","Kovalenko","+380902657294","male","Anna","Kovalenko","+380711320862","DL781691","male","BMW 5 Series","AE 2947 HT-807","Brown","Luxury","false","Ivano-Frankivsk, Pekarska St, 130","Ivano-Frankivsk, Chornovola Ave, 45","10.12","CANCELLED","87.43","2026-03-01","2","Car was uncomfortable"
"Iryna","Kovalenko","+380947153367","prefer not to say","Andrii","Kravchenko","+380839678276","DL226088","other","Mercedes-Benz C-Class","AA 6513 BB-808","Green","SUV","true","Rivne, Chornovola Ave, 30","Rivne, Chornovola Ave, 84","11.29","IN_PROGRESS","56.78","2026-03-03","4","Amazing experience"
"Nataliia","Sokolova","+380957106976","female","Oksana","Kovalenko","+380903006735","DL294840","female","Hyundai Sonata","AM 5677 HT-809","Dark Blue","Sedan","true","Uzhhorod, Stryiska St, 148","Uzhhorod, Chornovola Ave, 18","8.04","CANCELLED","30.47","2026-03-17","2","Could be better"
"Iryna","Goncharenko","+380925334411","female","Andrii","Zaitsev","+380691259666","DL332141","other","Skoda Octavia","AB 1903 II-810","Green","Sedan","true","Kherson, Franka St, 46","Kherson, Naukova St, 122","10.43","CANCELLED","106.49","2026-02-03","5","Terrible service"
"Andrii","Kravchenko","+380737871735","female","Mykola","Tkachenko","+380683094426","DL957919","female","Mazda 6","BB 9117 AA-811","Red","SUV","true","Lutsk, Chornovola Ave, 143","Lutsk, Chornovola Ave, 121","9.89","SCHEDULED","90.94","2026-01-03","4","Highly recommend"
"Serhii","Goncharenko","+380734630642","prefer not to say","Mariia","Khmelyov","+380742296089","DL593559","female","BMW 5 Series","BI 1607 BB-812","Black","SUV","true","Chernivtsi, Pekarska St, 125","Chernivtsi, Valova St, 26","2.46","CANCELLED","76.36","2026-03-09","4","Very clean car"
"Dmytro","Bondarenko","+380817194772","female","Ivan","Shevchenko","+380918143128","DL819399","male","Volkswagen Passat","AA 4640 II-813","Silver","Luxury","true","Chernivtsi, Chornovola Ave, 60","Chernivtsi, Naukova St, 49","9.01","CANCELLED","32.08","2026-02-06","1","Amazing experience"
"Dmytro","Goncharenko","+380662180858","female","Andrii","Melnyk","+380899362075","DL476758","other","Toyota Camry","AT 2581 II-814","Green","Luxury","true","Rivne, Stryiska St, 54","Rivne, Vasylkivska St, 99","11.56","ACCEPTED","69.47","2026-01-20","2","Very clean car"
"Nataliia","Marchenko","+380735063656","other","Yuliia","Bondarenko","+380858356634","DL344692","other","Toyota Camry","AM 8720 CX-815","Brown","Hatchback","true","Mykolaiv, Khmelnitskoho St, 70","Mykolaiv, Horodotska St, 66","14.06","FAILED","93.63","2026-02-23","4","Car was uncomfortable"
"Olena","Tkachenko","+380748989118","female","Iryna","Hrytsenko","+380713057326","DL792612","other","Subaru Legacy","AE 6825 AA-816","Black","Sedan","false","Rivne, Stryiska St, 143","Rivne, Khmelnitskoho St, 110","8.59","FAILED","14.92","2026-03-25","4","Not recommended"
"Mariia","Hrytsenko","+380837958754","male","Nataliia","Polishchuk","+380979726232","DL123786","female","Renault Megane","AT 8539 CX-817","Black","Sedan","false","Zaporizhzhia, Lychakivska St, 79","Zaporizhzhia, Bandery St, 149","7.55","ACCEPTED","42.10","2026-02-27","5","Excellent service"
"Ivan","Hrytsenko","+380665835088","other","Mykola","Boyko","+380998650409","DL869312","prefer not to say","Kia Optima","AT 1920 II-818","Silver","Hatchback","true","Kyiv, Vasylkivska St, 16","Kyiv, Vasylkivska St, 25","6.76","COMPLETED","72.30","2026-01-22","4","Great trip!"
"Yuliia","Kravchenko","+380886420753","other","Alina","Lysenko","+380803462825","DL378727","other","Audi A4","BI 1743 HT-819","Orange","Sedan","true","Lviv, Kulparkivska St, 109","Lviv, Franka St, 1","8.25","FAILED","87.22","2026-01-22","5","Very clean car"
"Oleksandr","Goncharenko","+380786683418","female","Ivan","Fedorov","+380666173364","DL486322","other","Toyota Camry","BM 3184 BB-820","Black","SUV","true","Odesa, Lychakivska St, 36","Odesa, Naukova St, 127","4.50","PENDING","40.05","2026-03-23","4","Terrible service"
"Yuliia","Kravchenko","+380897151386","female","Yevhen","Goncharenko","+380941512158","DL912373","female","Mercedes-Benz C-Class","AX 6272 HT-821","Black","Luxury","true","Vinnytsia, Pekarska St, 30","Vinnytsia, Chornovola Ave, 45","12.68","IN_PROGRESS","69.02","2026-02-14","3","Will ride again"
"Iryna","Tkachenko","+380802272075","other","Yevhen","Zaitsev","+380728126068","DL412174","female","Mazda 6","AT 3093 CX-822","Red","SUV","false","Kharkiv, Lychakivska St, 5","Kharkiv, Bandery St, 136","10.01","COMPLETED","68.25","2026-01-19","4","Terrible service"
"Oleksandr","Shevchenko","+380923482642","female","Viktor","Melnyk","+380993883531","DL347265","other","Mercedes-Benz C-Class","BT 8365 II-823","Green","Hatchback","true","Chernivtsi, Stryiska St, 135","Chernivtsi, Franka St, 31","2.99","PENDING","32.74","2026-02-06","1","Great trip!"
"Alina","Melnyk","+380831814608","prefer not to say","Andrii","Melnyk","+380721843804","DL431536","female","Audi A4","AB 1142 AA-824","Red","Luxury","true","Chernivtsi, Sichovykh Striltsiv St, 97","Chernivtsi, Pekarska St, 15","9.08","IN_PROGRESS","73.27","2026-01-17","5","Driver was late"
"Dmytro","Oliinyk","+380844091116","prefer not to say","Oksana","Dovzhenko","+380933604105","DL533871","other","Mercedes-Benz C-Class","AE 4381 HT-825","Brown","Sedan","true","Kyiv, Stryiska St, 149","Kyiv, Naukova St, 65","12.87","COMPLETED","83.05","2026-01-31","4","Very clean car"
"Svitlana","Fedorov","+380938941269","male","Yevhen","Marchenko","+380812519618","DL871480","prefer not to say","Hyundai Sonata","BA 8759 AA-826","Grey","Luxury","true","Kherson, Vasylkivska St, 36","Kherson, Bandery St, 117","10.89","SCHEDULED","84.86","2026-01-03","2","Driver was rude"
"Oksana","Oliinyk","+380648958185","prefer not to say","Viktor","Marchenko","+380854208759","DL209720","male","Subaru Legacy","AM 7496 II-827","Yellow","SUV","true","Lutsk, Zelena St, 135","Lutsk, Lychakivska St, 104","14.82","IN_PROGRESS","39.13","2026-01-21","2","Could be better"
"Volodymyr","Fedorov","+380672152566","female","Dmytro","Oliinyk","+380696573158","DL844443","female","Tesla Model 3","BE 1917 HT-828","Yellow","SUV","true","Vinnytsia, Khmelnitskoho St, 124","Vinnytsia, Zelena St, 110","5.90","CANCELLED","52.79","2026-03-18","5","Terrible service"
"Iryna","Goncharenko","+380762652707","female","Anna","Marchenko","+380875282489","DL965610","other","Hyundai Sonata","BB 6472 AA-829","Red","Hatchback","true","Rivne, Bandery St, 65","Rivne, Khmelnitskoho St, 124","9.43","REJECTED","19.41","2026-01-24","4","Driver was late"
"Pavlo","Khmelyov","+380657953557","male","Viktor","Oliinyk","+380791948000","DL564941","male","Subaru Legacy","BC 7214 BB-830","Red","Luxury","true","Kherson, Naukova St, 70","Kherson, Lychakivska St, 99","4.33","FAILED","37.83","2026-01-22","5","Bad smell in cabin"
"Volodymyr","Marchenko","+380995472855","other","Mariia","Kovalenko","+380942144104","DL668395","female","Renault Megane","BO 4934 II-831","White","Hatchback","true","Odesa, Chornovola Ave, 26","Odesa, Valova St, 14","6.20","FAILED","103.89","2026-02-02","4","Amazing experience"
"Olena","Bondarenko","+380776927778","female","Mariia","Shevchenko","+380818845061","DL891381","female","Hyundai Sonata","BT 4292 HT-832","Silver","Luxury","true","Chernivtsi, Shevchenka St, 41","Chernivtsi, Shevchenka St, 121","8.64","PENDING","67.61","2026-01-31","5","Not recommended"
"Volodymyr","Kovalenko","+380702436737","prefer not to say","Nataliia","Oliinyk","+380788550822","DL880701","male","Skoda Octavia","AT 9551 HT-833","Green","SUV","false","Kherson, Sichovykh Striltsiv St, 77","Kherson, Shevchenka St, 41","10.12","FAILED","103.91","2026-01-01","1","Driver was late"
"Viktor","Polishchuk","+380649706577","prefer not to say","Andrii","Kovalenko","+380809766057","DL221323","other","Toyota Camry","BC 7793 CX-834","Dark Blue","SUV","false","Ivano-Frankivsk, Valova St, 97","Ivano-Frankivsk, Bandery St, 113","4.32","ACCEPTED","88.72","2026-03-23","4","Highly recommend"
"Kateryna","Marchenko","+380886401604","female","Kateryna","Shevchenko","+380641826182","DL117132","prefer not to say","Toyota Camry","AO 7884 II-835","Green","Luxury","false","Vinnytsia, Lychakivska St, 9","Vinnytsia, Zelena St, 14","8.55","ACCEPTED","72.26","2026-03-14","4","Car was uncomfortable"
"Nataliia","Polishchuk","+380933347526","other","Anna","Boyko","+380967444201","DL995885","male","Nissan Altima","AM 5837 CX-836","Silver","SUV","true","Rivne, Chornovola Ave, 3","Rivne, Vasylkivska St, 97","2.70","ACCEPTED","90.01","2026-03-17","1","Highly recommend"
"Oksana","Kovalenko","+380635818748","male","Mariia","Tkachenko","+380697558842","DL865868","female","Kia Optima","AT 1671 II-837","White","Sedan","false","Kyiv, Franka St, 77","Kyiv, Horodotska St, 124","12.83","CANCELLED","51.33","2026-01-07","1","Will ride again"
"Serhii","Zaitsev","+380886265451","male","Viktor","Sokolova","+380878316829","DL450775","prefer not to say","Mazda 6","BH 2728 BB-838","Dark Blue","Hatchback","true","Ivano-Frankivsk, Stryiska St, 65","Ivano-Frankivsk, Zelena St, 108","2.27","REJECTED","17.93","2026-01-13","1","Excellent service"
"Andrii","Kushnir","+380694882765","other","Ivan","Sokolova","+380887804043","DL357311","male","Mercedes-Benz C-Class","AX 4905 HT-839","White","SUV","true","Zaporizhzhia, Chornovola Ave, 71","Zaporizhzhia, Stryiska St, 124","6.99","PENDING","51.67","2026-03-01","3","Very clean car"
"Kateryna","Goncharenko","+380741592532","prefer not to say","Yevhen","Hrytsenko","+380632178788","DL128025","male","Honda Accord","AX 4885 CX-840","Yellow","Luxury","true","Uzhhorod, Bandery St, 119","Uzhhorod, Vasylkivska St, 16","10.39","PENDING","81.37","2026-01-12","1","Will ride again"
"Oleksandr","Sokolova","+380659624831","prefer not to say","Andrii","Goncharenko","+380908906827","DL139785","other","Skoda Octavia","BO 3745 AA-841","Dark Blue","Luxury","false","Ternopil, Khmelnitskoho St, 143","Ternopil, Horodotska St, 75","1.47","SCHEDULED","54.04","2026-03-21","3","Car was uncomfortable"
"Svitlana","Lysenko","+380915393230","prefer not to say","Mykola","Tkachenko","+380638809464","DL727723","prefer not to say","Kia Optima","BH 4787 AA-842","Grey","Sedan","true","Dnipro, Horodotska St, 143","Dnipro, Franka St, 46","4.59","FAILED","67.65","2026-03-24","4","Smooth ride"
"Oksana","Polishchuk","+380739890630","male","Alina","Marchenko","+380819143411","DL466771","male","Mercedes-Benz C-Class","BA 7802 II-843","Dark Blue","SUV","true","Zaporizhzhia, Naukova St, 14","Zaporizhzhia, Vasylkivska St, 53","7.64","IN_PROGRESS","38.04","2026-03-20","3","Will ride again"
"Ivan","Boyko","+380717072122","female","Kateryna","Zaitsev","+380781329731","DL147983","male","BMW 5 Series","BT 7707 AA-844","Black","Hatchback","true","Kyiv, Stryiska St, 51","Kyiv, Franka St, 126","3.27","SCHEDULED","18.13","2026-01-20","4","Highly recommend"
"Svitlana","Oliinyk","+380877165761","prefer not to say","Dmytro","Hrytsenko","+380982320861","DL898979","female","BMW 5 Series","BE 9171 CX-845","Red","Luxury","true","Lviv, Shevchenka St, 140","Lviv, Bandery St, 74","3.15","REJECTED","37.33","2026-03-25","4","Great trip!"
"Yevhen","Polishchuk","+380975226284","prefer not to say","Andrii","Hrytsenko","+380876145017","DL561756","other","Honda Accord","AE 2863 BB-846","Red","SUV","true","Vinnytsia, Bandery St, 57","Vinnytsia, Bandery St, 139","12.98","PENDING","67.90","2026-03-19","3","Driver was late"
"Pavlo","Goncharenko","+380831354052","male","Mariia","Marchenko","+380921790082","DL790138","male","Hyundai Sonata","AT 8791 BB-847","Red","Sedan","true","Lviv, Zelena St, 60","Lviv, Chornovola Ave, 45","2.42","CANCELLED","76.35","2026-03-21","4","Car was uncomfortable"
"Yevhen","Melnyk","+380839581926","male","Oleksandr","Tkachenko","+380906693516","DL847481","other","Tesla Model 3","BM 2558 BB-848","Orange","Sedan","true","Lutsk, Kulparkivska St, 52","Lutsk, Valova St, 98","3.69","CANCELLED","96.49","2026-01-21","3","Could be better"
"Iryna","Fedorov","+380676882238","female","Yuliia","Polishchuk","+380987825716","DL764334","prefer not to say","Mazda 6","BT 5469 CX-849","Black","Luxury","true","Rivne, Naukova St, 73","Rivne, Bandery St, 49","15.30","PENDING","15.79","2026-02-24","4","Driver was late"
"Yevhen","Boyko","+380884704027","male","Dmytro","Bondarenko","+380834428283","DL939590","male","Renault Megane","AP 1333 II-850","Red","Luxury","false","Ternopil, Zelena St, 141","Ternopil, Zelena St, 150","9.94","ACCEPTED","32.16","2026-02-02","5","Bad smell in cabin"
"Pavlo","Marchenko","+380758461401","male","Nataliia","Kushnir","+380897706003","DL918344","male","Kia Optima","BM 9966 BB-851","Yellow","SUV","true","Vinnytsia, Vasylkivska St, 5","Vinnytsia, Naukova St, 120","10.53","FAILED","79.03","2026-01-12","5","Car was uncomfortable"
"Alina","Zaitsev","+380705106993","female","Andrii","Kravchenko","+380996157522","DL224902","prefer not to say","Skoda Octavia","BM 6091 II-852","Orange","Luxury","true","Kyiv, Horodotska St, 142","Kyiv, Naukova St, 129","7.75","ACCEPTED","39.02","2026-02-08","5","Highly recommend"
"Yuliia","Kushnir","+380979302466","male","Volodymyr","Shevchenko","+380674595730","DL672181","male","Skoda Octavia","AB 3174 HT-853","Grey","Hatchback","true","Dnipro, Kulparkivska St, 32","Dnipro, Horodotska St, 106","6.31","CANCELLED","80.82","2026-03-02","3","Highly recommend"
"Viktor","Boyko","+380634845534","male","Svitlana","Fedorov","+380713236098","DL346339","other","Skoda Octavia","BH 5609 CX-854","Silver","SUV","true","Zaporizhzhia, Valova St, 145","Zaporizhzhia, Naukova St, 80","13.38","FAILED","93.46","2026-01-03","4","Highly recommend"
"Alina","Oliinyk","+380854344403","male","Andrii","Hrytsenko","+380883911624","DL692107","female","Honda Accord","BH 9378 HT-855","Green","Hatchback","false","Ivano-Frankivsk, Pekarska St, 51","Ivano-Frankivsk, Pekarska St, 8","3.38","CANCELLED","59.50","2026-02-10","1","Smooth ride"
"Nataliia","Boyko","+380884136277","prefer not to say","Viktor","Melnyk","+380811265043","DL771509","female","Tesla Model 3","BH 4349 II-856","Red","Luxury","true","Chernivtsi, Naukova St, 54","Chernivtsi, Franka St, 144","5.30","REJECTED","72.15","2026-02-28","5","Will ride again"
"Viktor","Melnyk","+380779183226","female","Serhii","Polishchuk","+380712797386","DL186835","other","Skoda Octavia","BE 5233 BB-857","Orange","Sedan","true","Chernivtsi, Horodotska St, 148","Chernivtsi, Stryiska St, 13","12.35","SCHEDULED","97.32","2026-03-18","2","Driver was late"
"Yuliia","Goncharenko","+380856901890","other","Viktor","Lysenko","+380873458357","DL116422","male","Honda Accord","BI 5582 AA-858","Silver","Hatchback","true","Kyiv, Lychakivska St, 5","Kyiv, Franka St, 18","10.33","IN_PROGRESS","57.90","2026-03-02","2","Polite driver"
"Yevhen","Tkachenko","+380651504343","male","Kateryna","Lysenko","+380831470856","DL297228","male","BMW 5 Series","AP 1031 BB-859","Black","SUV","true","Ivano-Frankivsk, Franka St, 62","Ivano-Frankivsk, Bandery St, 47","4.29","COMPLETED","109.00","2026-02-26","4","Will ride again"
"Yevhen","Zaitsev","+380883413550","other","Alina","Polishchuk","+380683375220","DL808811","other","Subaru Legacy","BH 4400 AA-860","Yellow","SUV","true","Lviv, Chornovola Ave, 137","Lviv, Pekarska St, 2","9.65","REJECTED","88.17","2026-01-07","1","Smooth ride"
"Kateryna","Bondarenko","+380917939771","prefer not to say","Viktor","Kravchenko","+380863153131","DL237082","male","Nissan Altima","AX 7290 CX-861","Silver","Hatchback","true","Zaporizhzhia, Khmelnitskoho St, 48","Zaporizhzhia, Vasylkivska St, 8","2.60","SCHEDULED","28.98","2026-03-01","5","Car was uncomfortable"
"Yevhen","Sokolova","+380636246040","prefer not to say","Iryna","Oliinyk","+380701392005","DL970762","other","Toyota Camry","AT 5887 BB-862","Black","Luxury","true","Chernivtsi, Naukova St, 143","Chernivtsi, Stryiska St, 63","13.36","CANCELLED","68.14","2026-02-04","2","Driver was late"
"Dmytro","Oliinyk","+380995190833","prefer not to say","Alina","Sokolova","+380933697869","DL346127","other","Mercedes-Benz C-Class","BT 2001 AA-863","Grey","Luxury","true","Lviv, Zelena St, 1","Lviv, Kulparkivska St, 14","13.63","SCHEDULED","106.14","2026-01-17","3","Not recommended"
"Yevhen","Tkachenko","+380986040500","male","Dmytro","Tkachenko","+380724304297","DL662669","male","BMW 5 Series","AX 8846 CX-864","Red","Sedan","true","Vinnytsia, Naukova St, 37","Vinnytsia, Pekarska St, 102","12.68","FAILED","18.21","2026-03-05","5","Very clean car"
"Pavlo","Shevchenko","+380935152348","female","Yuliia","Boyko","+380966730931","DL383362","prefer not to say","Kia Optima","AE 9537 HT-865","Green","Sedan","true","Mykolaiv, Vasylkivska St, 103","Mykolaiv, Pekarska St, 140","11.91","SCHEDULED","97.84","2026-01-27","2","Not recommended"
"Yuliia","Kravchenko","+380883428625","other","Mykola","Tkachenko","+380787392647","DL612140","other","Toyota Camry","AB 5248 BB-866","Brown","Hatchback","true","Kherson, Sichovykh Striltsiv St, 114","Kherson, Kulparkivska St, 117","9.10","ACCEPTED","54.85","2026-02-08","4","Very clean car"
"Iryna","Marchenko","+380967322451","prefer not to say","Olena","Goncharenko","+380925503103","DL870475","male","Mercedes-Benz C-Class","BO 9380 HT-867","Brown","Luxury","false","Chernivtsi, Franka St, 87","Chernivtsi, Naukova St, 50","7.55","FAILED","81.07","2026-01-17","4","Smooth ride"
"Viktor","Oliinyk","+380866789729","other","Serhii","Fedorov","+380968592544","DL583027","prefer not to say","Tesla Model 3","BO 9794 BB-868","Red","SUV","true","Mykolaiv, Sichovykh Striltsiv St, 103","Mykolaiv, Naukova St, 75","9.57","CANCELLED","30.54","2026-01-14","4","Excellent service"
"Mariia","Marchenko","+380882051367","male","Viktor","Fedorov","+380836901828","DL624975","prefer not to say","Honda Accord","BA 3664 BB-869","Red","SUV","false","Rivne, Naukova St, 100","Rivne, Khmelnitskoho St, 2","4.79","IN_PROGRESS","81.59","2026-02-01","4","Highly recommend"
"Nataliia","Tkachenko","+380658862400","male","Oksana","Melnyk","+380812990930","DL391556","male","Tesla Model 3","AT 2026 II-870","Orange","Luxury","true","Vinnytsia, Horodotska St, 21","Vinnytsia, Pekarska St, 31","2.82","IN_PROGRESS","20.40","2026-02-25","5","Smooth ride"
"Alina","Lysenko","+380849817706","female","Mykola","Melnyk","+380662498293","DL354630","male","Audi A4","AP 9437 AA-871","Red","Luxury","true","Mykolaiv, Bandery St, 47","Mykolaiv, Stryiska St, 89","12.55","PENDING","74.42","2026-02-03","4","Excellent service"
"Anna","Goncharenko","+380783414878","female","Yuliia","Melnyk","+380757908693","DL947230","prefer not to say","Kia Optima","BT 5996 HT-872","Silver","Sedan","true","Ternopil, Sichovykh Striltsiv St, 54","Ternopil, Vasylkivska St, 99","5.64","IN_PROGRESS","25.27","2025-12-31","2","Smooth ride"
"Dmytro","Goncharenko","+380881851761","other","Svitlana","Kravchenko","+380971735059","DL336417","other","Ford Fusion","BM 6335 BB-873","Dark Blue","Luxury","true","Odesa, Khmelnitskoho St, 26","Odesa, Naukova St, 30","4.35","COMPLETED","100.44","2026-01-17","4","Highly recommend"
"Volodymyr","Kovalenko","+380768426253","prefer not to say","Iryna","Shevchenko","+380766370990","DL684870","other","Honda Accord","BA 2348 AA-874","Orange","Hatchback","true","Chernivtsi, Naukova St, 132","Chernivtsi, Naukova St, 123","14.55","REJECTED","87.11","2026-03-20","1","Amazing experience"
"Viktor","Fedorov","+380884872776","female","Ivan","Kovalenko","+380719853400","DL716050","prefer not to say","Honda Accord","AT 8261 II-875","Dark Blue","Sedan","true","Uzhhorod, Horodotska St, 81","Uzhhorod, Kulparkivska St, 89","5.48","CANCELLED","22.24","2026-01-21","1","Will ride again"
"Yevhen","Kovalenko","+380974926843","prefer not to say","Yevhen","Shevchenko","+380859243819","DL669612","male","Audi A4","BB 1551 AA-876","Yellow","Hatchback","true","Uzhhorod, Vasylkivska St, 63","Uzhhorod, Khmelnitskoho St, 144","9.86","PENDING","16.27","2026-03-18","5","Excellent service"
"Yuliia","Tkachenko","+380816687279","male","Yevhen","Polishchuk","+380814454528","DL788670","male","Mazda 6","AM 3934 II-877","Dark Blue","Sedan","true","Odesa, Horodotska St, 94","Odesa, Kulparkivska St, 100","10.05","PENDING","53.08","2026-03-21","1","Amazing experience"
"Iryna","Polishchuk","+380649215899","prefer not to say","Svitlana","Melnyk","+380996334515","DL176437","male","Skoda Octavia","BT 8881 HT-878","White","Luxury","false","Lutsk, Franka St, 58","Lutsk, Naukova St, 2","14.12","CANCELLED","55.95","2026-03-19","1","Could be better"
"Mariia","Tkachenko","+380977342258","other","Nataliia","Polishchuk","+380689953938","DL125513","prefer not to say","Mazda 6","AX 4868 HT-879","Orange","Sedan","true","Dnipro, Pekarska St, 125","Dnipro, Sichovykh Striltsiv St, 12","13.88","COMPLETED","33.39","2026-02-07","4","Amazing experience"
"Nataliia","Kravchenko","+380708761475","prefer not to say","Serhii","Polishchuk","+380989439206","DL850866","prefer not to say","Hyundai Sonata","BE 6640 BB-880","Black","Sedan","true","Ternopil, Pekarska St, 16","Ternopil, Shevchenka St, 103","2.10","IN_PROGRESS","64.27","2026-03-17","1","Will ride again"
"Anna","Lysenko","+380878626350","male","Pavlo","Dovzhenko","+380838938862","DL124054","other","Toyota Camry","BA 3465 AA-881","White","SUV","false","Zaporizhzhia, Sichovykh Striltsiv St, 50","Zaporizhzhia, Chornovola Ave, 46","11.74","PENDING","79.13","2026-03-12","1","Highly recommend"
"Oksana","Dovzhenko","+380931183793","other","Viktor","Khmelyov","+380937192854","DL807374","prefer not to say","Nissan Altima","AA 9300 HT-882","Red","SUV","true","Ivano-Frankivsk, Sichovykh Striltsiv St, 43","Ivano-Frankivsk, Khmelnitskoho St, 107","1.97","PENDING","89.36","2025-12-31","4","Amazing experience"
"Mykola","Hrytsenko","+380759896727","prefer not to say","Kateryna","Lysenko","+380917033493","DL948136","female","Volkswagen Passat","BM 1130 BB-883","Red","Luxury","true","Vinnytsia, Valova St, 15","Vinnytsia, Valova St, 9","11.54","CANCELLED","24.49","2026-01-05","2","Great trip!"
